institution,period,euro,doi,publicationTitle,authorNames,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Leipzig U,2020,1235.4,10.3390/geosciences10110448,The Potential of Small Mountain River Systems for Paleoenvironmental Reconstructions in Drylands—An Example from the Binaloud Mountains in Northeastern Iran,"Khosravichenar, Azra;Fattahi, Morteza;Amini, Hamideh;Suchodoletz, Hans von",FALSE,MDPI AG,Geosciences,2076-3263,,2076-3263,2076-3263,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000594000500001,https://www.mdpi.com/2076-3263/10/11/448/pdf,TRUE
Leipzig U,2020,2170.56,10.1002/ehf2.12636,Oral health and dental behaviour of patients with left ventricular assist device: a cross‐sectional study,"Garbade, Jens;Rast, Josephine;Schmalz, Gerhard;Eisner, Mirjam;Wagner, Justus;Kottmann, Tanja;Oberbach, Andreas;Lehmann, Sven;Haak, Rainer;Borger, Michael A.;Binner, Christian;Ziebolz, Dirk",FALSE,Wiley-Blackwell,ESC Heart Failure,2055-5822,2055-5822,2055-5822,2055-5822,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32027102,PMC7261540,ut:000511265200001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fehf2.12636,TRUE
Leipzig U,2020,1934.56,10.3389/fncel.2020.565921,A Dual Nanosensor Approach to Determine the Cytosolic Concentration of ATP in Astrocytes,"Köhler, Susanne;Schmidt, Hartmut;Fülle, Paula;Hirrlinger, Johannes;Winkler, Ulrike",FALSE,Frontiers Media SA,Frontiers in Cellular Neuroscience,1662-5102,,1662-5102,1662-5102,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33192312,PMC7530325,ut:000576513000001,https://www.frontiersin.org/article/10.3389/fncel.2020.565921/full,TRUE
Leipzig U,2020,1403.6,10.1159/000510923,Validation of a Three-Item Short Form of the Modified Weight Bias Internalization Scale (WBIS-3) in the German Population,"Kliem, Sören;Puls, Hans-Christian;Hinz, Andreas;Kersting, Anette;Brähler, Elmar;Hilbert, Anja",FALSE,S. Karger AG,Obesity Facts,1662-4025,1662-4025,1662-4033,1662-4025,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,33238284,PMC7802509,ut:000592613300001,https://www.karger.com/Article/Pdf/510923,TRUE
Leipzig U,2020,1661.24,10.1186/s12902-020-0505-x,Effects of media-assisted therapeutic approaches on physical activity of obese adults: a systematic review,"Ziegeldorf, Alexandra;Wagner, Petra;Wulff, Hagen",FALSE,Springer Nature,BMC Endocrine Disorders,1472-6823,,1472-6823,1472-6823,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32085762,PMC7035730,ut:000518029900001,http://link.springer.com/content/pdf/10.1186/s12902-020-0505-x.pdf,TRUE
Leipzig U,2020,1885.98,10.3389/fpls.2020.604489,Cytokinin Signaling Downstream of the His-Asp Phosphorelay Network: Cytokinin-Regulated Genes and Their Functions,"Kroll, Carlo K.;Brenner, Wolfram G.",FALSE,Frontiers Media SA,Frontiers in Plant Science,1664-462X,,1664-462X,1664-462X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33329676,PMC7718014,ut:000594334800001,https://www.frontiersin.org/articles/10.3389/fpls.2020.604489/full,TRUE
Leipzig U,2020,2002.94,10.3390/nu12061740,Human Milk Fatty Acid Composition of Allergic and Non-Allergic Mothers: The Ulm SPATZ Health Study,"Siziba, Linda P.;Lorenz, Leonie;Stahl, Bernd;Mank, Marko;Marosvölgyi, Tamas;Decsi, Tamas;Rothenbacher, Dietrich;Genuneit, Jon",FALSE,MDPI AG,Nutrients,2072-6643,,2072-6643,2072-6643,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32532066,PMC7352579,ut:000549226600001,https://www.mdpi.com/2072-6643/12/6/1740/pdf,TRUE
Leipzig U,2020,754.46,10.1002/ccr3.2796,Junctional ectopic tachycardia in neonatal enterovirus myocarditis,"Weickmann, Johannes;Gebauer, Roman Antonin;Paech, Christian",FALSE,Wiley-Blackwell,Clinical Case Reports,2050-0904,2050-0904,2050-0904,2050-0904,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32577248,PMC7303854,ut:000523693700001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fccr3.2796,TRUE
Leipzig U,2020,1868.3,10.1038/s41598-020-65313-5,A biomathematical model of human erythropoiesis and iron metabolism,"Schirm, Sibylle;Scholz, Markus",FALSE,Springer Nature,Scientific Reports,2045-2322,,2045-2322,2045-2322,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32451387,PMC7248076,ut:000560772000011,http://www.nature.com/articles/s41598-020-65313-5.pdf,TRUE
Leipzig U,2020,1724,10.1080/20002297.2020.1829405,Activity of five antimicrobial peptides against periodontal as well as non-periodontal pathogenic strains,"Enigk, Katharina;Jentsch, Holger;Rodloff, Arne C.;Eschrich, Klaus;Stingu, Catalina-Suzana",FALSE,Informa UK Limited,Journal of Oral Microbiology,2000-2297,,2000-2297,2000-2297,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33133417,PMC7580719,ut:000575937300001,https://www.tandfonline.com/doi/pdf/10.1080/20002297.2020.1829405,TRUE
Leipzig U,2020,1745.66,10.1371/journal.pone.0229128,Innervation of the hip joint capsular complex: A systematic review of histological and immunohistochemical studies and their clinical implications for contemporary treatment strategies in total hip arthroplasty,"Tomlinson, Joanna;Zwirner, Johann;Ondruschka, Benjamin;Prietzel, Torsten;Hammer, Niels",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32101545,PMC7043757,ut:000535233700017,https://dx.plos.org/10.1371/journal.pone.0229128,TRUE
Leipzig U,2020,1934.59,10.3390/ijms21197097,Prolonged Lipid Accumulation in Cultured Primary Human Hepatocytes Rather Leads to ER Stress than Oxidative Stress,"Rennert, Christiane;Heil, Theresa;Schicht, Gerda;Stilkerich, Anna;Seidemann, Lena;Kegel-Hübner, Victoria;Seehofer, Daniel;Damm, Georg",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32993055,PMC7582586,ut:000587166600001,https://www.mdpi.com/1422-0067/21/19/7097/pdf,TRUE
Leipzig U,2020,1588.22,10.1371/journal.pone.0236007,Survival time of Leptospira kirschneri serovar Grippotyphosa under different environmental conditions,"Nau, L. H.;Obiegala, A.;Król, N.;Mayer-Scholl, A.;Pfeffer, M.",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32668449,PMC7363454,ut:000560402000025,https://dx.plos.org/10.1371/journal.pone.0236007,TRUE
Leipzig U,2020,1268.47,10.3389/fped.2020.00102,Light or Deep Pressure: Medical Staff Members Differ Extensively in Their Tactile Stimulation During Preterm Apnea,"Martin, Sven;Thome, Ulrich Herbert;Grunwald, Martin;Mueller, Stephanie Margarete",FALSE,Frontiers Media SA,Frontiers in Pediatrics,2296-2360,,2296-2360,2296-2360,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32257984,PMC7089873,ut:000525690900001,https://www.frontiersin.org/article/10.3389/fped.2020.00102/full,TRUE
Leipzig U,2020,1934.55,10.3389/fped.2020.572851,CSF Surfactant Protein Changes in Preterm Infants After Intraventricular Hemorrhage,"Krause, Matthias;Härtig, Wolfgang;Mahr, Cynthia Vanessa;Richter, Cindy;Schob, Julia;Puchta, Joana;Hoffmann, Karl-Titus;Nestler, Ulf;Thome, Ulrich;Knüpfer, Matthias;Gebauer, Corinna;Schob, Stefan",FALSE,Frontiers Media SA,Frontiers in Pediatrics,2296-2360,,2296-2360,2296-2360,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33102410,PMC7546901,ut:000577822100001,https://www.frontiersin.org/article/10.3389/fped.2020.572851/full,TRUE
Leipzig U,2020,2029.06,10.3390/jcm9041172,Oral-Health-Related Quality of Life in Adult Patients with Rheumatic Diseases—A Systematic Review,"Schmalz, Gerhard;Patschan, Susann;Patschan, Daniel;Ziebolz, Dirk",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32325846,PMC7231140,ut:000531821000279,https://www.mdpi.com/2077-0383/9/4/1172/pdf,TRUE
Leipzig U,2020,2128.04,10.3390/jcm9113622,Systematic Review with Meta-Analysis: Endoscopic and Surgical Resection for Ampullary Lesions,"Heise, Christian;Abou Ali, Einas;Hasenclever, Dirk;Auriemma, Francesco;Gulla, Aiste;Regner, Sara;Gaujoux, Sébastien;Hollenbach, Marcus",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33182806,PMC7696506,ut:000593327600001,https://www.mdpi.com/2077-0383/9/11/3622/pdf,TRUE
Leipzig U,2020,2021.38,10.3390/ijms21113889,Employing Nanostructured Scaffolds to Investigate the Mechanical Properties of Adult Mammalian Retinae Under Tension,"Juncheed, Kantida;Kohlstrunk, Bernd;Friebe, Sabrina;Dallacasagrande, Valentina;Maurer, Patric;Reichenbach, Andreas;Mayr, Stefan G.;Zink, Mareike",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32485972,PMC7313470,ut:000543400300151,https://www.mdpi.com/1422-0067/21/11/3889/pdf,TRUE
Leipzig U,2020,1001.22,10.3390/biomedicines8070184,The Fabp4-Cre-Model is Insufficient to Study Hoxc9 Function in Adipose Tissue,"Dommel, Sebastian;Berger, Claudia;Kunath, Anne;Kern, Matthias;Gericke, Martin;Kovacs, Peter;Guiu-Jurado, Esther;Klöting, Nora;Blüher, Matthias",FALSE,MDPI AG,Biomedicines,2227-9059,,2227-9059,2227-9059,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32610701,PMC7400597,ut:000557172500001,https://www.mdpi.com/2227-9059/8/7/184/pdf,TRUE
Leipzig U,2020,2551.36,10.7554/elife.56738,Antinociceptive modulation by the adhesion GPCR CIRL promotes mechanosensory signal discrimination,"Dannhäuser, Sven;Lux, Thomas J;Hu, Chun;Selcho, Mareike;Chen, Jeremy T-C;Ehmann, Nadine;Sachidanandan, Divya;Stopp, Sarah;Pauls, Dennis;Pawlak, Matthias;Langenhan, Tobias;Soba, Peter;Rittner, Heike L;Kittel, Robert J",FALSE,"eLife Sciences Publications, Ltd",eLife,2050-084X,,2050-084X,2050-084X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32996461,PMC7546736,NA,https://cdn.elifesciences.org/articles/56738/elife-56738-v2.pdf,TRUE
Leipzig U,2020,614.8,10.1016/j.mex.2020.100993,Determination of the adsorption isotherms and transport diffusivities of gases in mixtures inside zeolitic crystals using Infra-Red Micro-imaging,"Carter, D.;Tezel, F.H.;Kruczek, B.;Kärger, J.;Chmelik, C.",FALSE,Elsevier BV,MethodsX,2215-0161,2215-0161,,2215-0161,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32742944,PMC7387814,ut:000608187300051,https://api.elsevier.com/content/article/PII:S2215016120302132?httpAccept=text/xml,TRUE
Leipzig U,2020,1388.81,10.21037/hbsn-20-458,Artificial intelligence is poised to revolutionize human liver allocation and decrease medical costs associated with liver transplantation,"Sucher, Robert;Sucher, Elisabeth",FALSE,AME Publishing Company,HepatoBiliary Surgery and Nutrition,2304-3881,2304-3881,2304-389X,2304-3881,na,TRUE,33163524,PMC7603920,ut:000577623400018,http://hbsn.amegroups.com/article/download/46429/pdf,FALSE
Leipzig U,2020,1541.61,10.21037/atm.2020.02.97,Robotic assisted nephrectomy for living kidney donation (RANLD) with use of multiple locking clips or ligatures for renal vascular closure,"Brunotte, Maximilian;Rademacher, Sebastian;Weber, Justine;Sucher, Elisabeth;Lederer, Andri;Hau, Hans-Michael;Stolzenburg, Jens-Uwe;Seehofer, Daniel;Sucher, Robert",FALSE,AME Publishing Company,Annals of Translational Medicine,2305-5839,2305-5839,2305-5847,2305-5839,na,TRUE,32355749,PMC7186662,ut:000522784900048,http://atm.amegroups.com/article/download/36942/pdf,FALSE
Leipzig U,2020,1299.2,10.1016/j.amsu.2020.05.031,What is beyond testicular torsion and epididymitis? Rare differential diagnoses of acute scrotal pain in adults: A systematic review,"Sieger, Nadine;Di Quilio, Francesca;Stolzenburg, Jens-Uwe",FALSE,Elsevier BV,Annals of Medicine and Surgery,2049-0801,2049-0801,,2049-0801,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32547738,PMC7283975,ut:000543767800008,https://api.elsevier.com/content/article/PII:S2049080120301217?httpAccept=text/xml,FALSE
Leipzig U,2020,1547.67,10.3390/ani10122198,Butyrate Permeation across the Isolated Ovine Reticulum Epithelium,"Rackwitz, Reiko;Dengler, Franziska;Gäbel, Gotthold",FALSE,MDPI AG,Animals,2076-2615,,2076-2615,2076-2615,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33255317,PMC7761015,ut:000601765300001,https://www.mdpi.com/2076-2615/10/12/2198/pdf,TRUE
Leipzig U,2020,666.7,10.1155/2020/8886418,A Glass Fiber-Reinforced Resin Composite Splint to Stabilize and Replace Teeth in a Periodontally Compromised Patient,"Rauch, Angelika;Mehlhorn, Sebastian;Mühle, Manja;Ziebolz, Dirk",FALSE,Hindawi Publishing Corporation,Case Reports in Dentistry,2090-6447,2090-6447,2090-6455,2090-6455,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32774939,PMC7396078,ut:000559137600003,http://downloads.hindawi.com/journals/crid/2020/8886418.pdf,TRUE
Leipzig U,2020,614.8,10.1016/j.rmcr.2020.101278,Utility of immunohistochemical staining for the diagnosis of Extra-adrenal mediastinal paraganglioma,"Metelmann, Isabella B.;Seyfarth, Hans-Jürgen;Schierle, Katrin;Kraemer, Sebastian",FALSE,Elsevier BV,Respiratory Medicine Case Reports,2213-0071,2213-0071,,2213-0071,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,33294355,PMC7683335,ut:000600668000140,https://api.elsevier.com/content/article/PII:S2213007120304925?httpAccept=text/xml,TRUE
Leipzig U,2020,1780.24,10.1186/s12882-020-01824-7,Oral health-related quality of life in adult patients with end-stage kidney diseases undergoing renal replacement therapy – a systematic review,"Schmalz, Gerhard;Patschan, Susann;Patschan, Daniel;Ziebolz, Dirk",FALSE,Springer Nature,BMC Nephrology,1471-2369,,1471-2369,1471-2369,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32349691,PMC7191826,ut:000531301000003,https://link.springer.com/content/pdf/10.1186/s12882-020-01824-7.pdf,TRUE
Leipzig U,2020,1661.24,10.1186/s12868-020-00573-5,Anodal transcranial direct current stimulation reduces motor slowing in athletes and non-athletes,"Seidel-Marzi, Oliver;Ragert, Patrick",FALSE,Springer Nature,BMC Neuroscience,1471-2202,,1471-2202,1471-2202,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32487077,PMC7268396,ut:000539423800001,https://link.springer.com/content/pdf/10.1186/s12868-020-00573-5.pdf,TRUE
Leipzig U,2020,2900,10.1016/j.nicl.2020.102441,Individual differences in anxiety and automatic amygdala response to fearful faces: A replication and extension of Etkin et al. (2004),"Günther, Vivien;Hußlack, Anja;Weil, Anna-Sophie;Bujanow, Anna;Henkelmann, Jeanette;Kersting, Anette;Quirin, Markus;Hoffmann, Karl-Titus;Egloff, Boris;Lobsien, Donald;Suslow, Thomas",FALSE,Elsevier BV,NeuroImage: Clinical,2213-1582,2213-1582,,2213-1582,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32980596,PMC7522800,ut:000600619100084,https://api.elsevier.com/content/article/PII:S2213158220302783?httpAccept=text/xml,TRUE
Leipzig U,2020,1190,10.1016/j.ijchp.2020.04.001,Associations between self-rated health and the assessments of anchoring vignettes in cardiovascular patients,"Hinz, Andreas;Karoff, Jan;Kittel, Jörg;Brähler, Elmar;Zenger, Markus;Schmalbach, Bjarne;Kocalevent, Rüya-Daniela",FALSE,Elsevier BV,International Journal of Clinical and Health Psychology,1697-2600,1697-2600,,1697-2600,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32550849,PMC7296254,ut:000542139800002,https://api.elsevier.com/content/article/PII:S1697260020300181?httpAccept=text/xml,TRUE
Leipzig U,2020,357,10.5709/acp-0282-7,Exploring Cognitive and Perceptual Judgment Processes in Gymnastics Using Essential Kinematics Information,"Mack, Melanie",FALSE,University of Economics and Human Sciences in Warsaw,Advances in Cognitive Psychology,1895-1171,,1895-1171,1895-1171,na,TRUE,32547666,PMC7287510,ut:000525744000004,https://ac-psych.org/en/download-pdf/volume/16/issue/1/id/285,TRUE
Leipzig U,2020,1948.8,10.1016/j.ijcha.2020.100554,Trimethylamine N-oxide in atrial fibrillation progression,"Büttner, Petra;Okun, Jürgen G.;Hauke, Jana;Holzwirth, Erik;Obradovic, Danilo;Hindricks, Gerhard;Thiele, Holger;Kornej, Jelena",FALSE,Elsevier BV,IJC Heart & Vasculature,2352-9067,2352-9067,,2352-9067,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32885030,PMC7452421,ut:000561892800006,https://api.elsevier.com/content/article/PII:S2352906720301238?httpAccept=text/xml,TRUE
Leipzig U,2020,571.2,10.1016/j.idcr.2020.e00828,An asplenic with life-threatening Capnocytophaga canimorsus sepsis,"Wendt, Ralph;Schauff, Christian;Lübbert, Christoph",FALSE,Elsevier BV,IDCases,2214-2509,2214-2509,,2214-2509,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32426231,PMC7233233,ut:000567868500011,https://api.elsevier.com/content/article/PII:S2214250920301360?httpAccept=text/xml,TRUE
Leipzig U,2020,1713.6,10.1002/open.202000036,Catalytic Activity Towards Hydrogen Evolution Dependent of the Degree of Conjugation and Absorption of Six Organic Chromophores,"Aleksovska, Angela;Lönnecke, Peter;Addicoat, Matthew A.;Gläser, Roger;Hey‐Hawkins, Evamarie",FALSE,Wiley-Blackwell,ChemistryOpen,2191-1363,2191-1363,2191-1363,2191-1363,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,32257749,PMC7110142,ut:000528916400005,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fopen.202000036,TRUE
Leipzig U,2020,3082.1,10.1016/j.neuroimage.2020.117142,Cerebellar – Premotor cortex interactions underlying visuomotor adaptation,"Tzvi, Elinor;Koeth, Fabian;Karabanov, Anke N.;Siebner, Hartwig R.;Krämer, Ulrike M.",FALSE,Elsevier BV,NeuroImage,1053-8119,1053-8119,,1053-8119,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32634591,NA,ut:000579184700070,https://api.elsevier.com/content/article/PII:S1053811920306285?httpAccept=text/xml,TRUE
Leipzig U,2020,928.2,10.1016/j.inat.2020.100673,Extraction of an air gun projectile under angiologic safety procedure. A case report,"Pfeifle, Christian;Moche, Michael;Heyde, Christoph-Eckhard",FALSE,Elsevier BV,Interdisciplinary Neurosurgery,2214-7519,2214-7519,,2214-7519,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,NA,NA,ut:000530655500004,https://api.elsevier.com/content/article/PII:S2214751919303718?httpAccept=text/xml,TRUE
Leipzig U,2020,1082.9,10.1016/j.comppsych.2019.152158,The association of trait impulsivity and suicidal ideation and its fluctuation in the context of the Interpersonal Theory of Suicide,"Hadzic, Asim;Spangenberg, Lena;Hallensleben, Nina;Forkmann, Thomas;Rath, Dajana;Strauß, Maria;Kersting, Anette;Glaesmer, Heide",FALSE,Elsevier BV,Comprehensive Psychiatry,0010-440X,0010-440X,,0010-440X,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32004858,NA,ut:000525758300002,https://api.elsevier.com/content/article/PII:S0010440X19300811?httpAccept=text/xml,TRUE
Leipzig U,2020,1670.4,10.1002/ece3.6474,Tree litter functional diversity and nitrogen concentration enhance litter decomposition via changes in earthworm communities,"Patoine, Guillaume;Bruelheide, Helge;Haase, Josephine;Nock, Charles;Ohlmann, Niklas;Schwarz, Benjamin;Scherer‐Lorenzen, Michael;Eisenhauer, Nico",FALSE,Wiley-Blackwell,Ecology and Evolution,2045-7758,2045-7758,2045-7758,2045-7758,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32724548,PMC7381558,ut:000547945900001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fece3.6474,TRUE
Leipzig U,2020,1332.8,10.1002/ecs2.2981,Temporal variation in the roles of exotic and native plant species in plant–pollinator networks,"Vitt, Pati;Havens, Kayri;Jolls, Claudia L.;Knight, Tiffany M.",FALSE,Wiley-Blackwell,Ecosphere,2150-8925,2150-8925,2150-8925,2150-8925,http://creativecommons.org/licenses/cc-by/3.0/,TRUE,NA,NA,ut:000533920800002,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fecs2.2981,TRUE
Leipzig U,2020,1770.72,10.1111/ddi.13004,Biogeography and conservation status of the pineapple family (Bromeliaceae),"Zizka, Alexander;Azevedo, Josue;Leme, Elton;Neves, Beatriz;Costa, Andrea Ferreira;Caceres, Daniel;Zizka, Georg",FALSE,Wiley-Blackwell,Diversity and Distributions,1366-9516,1366-9516,1472-4642,1366-9516,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000498024200001,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ddi.13004,TRUE
Leipzig U,2020,1713.6,10.1002/ece3.5665,Tree species identity determines wood decomposition via microclimatic effects,"Gottschall, Felix;Davids, Sophie;Newiger‐Dous, Till E.;Auge, Harald;Cesarz, Simone;Eisenhauer, Nico",FALSE,Wiley-Blackwell,Ecology and Evolution,2045-7758,2045-7758,2045-7758,2045-7758,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31832147,PMC6854332,ut:000487884800001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fece3.5665,TRUE
Leipzig U,2020,2170.56,10.1002/ehf2.12719,Echocardiographic analysis of acute effects of percutaneous mitral annuloplasty on severity of secondary mitral regurgitation,"Stöbe, Stephan;Kreyer, Kristin;Jurisch, Daniel;Pfeiffer, Dietrich;Lavall, Daniel;Farese, Gerardo;Laufs, Ulrich;Hagendorff, Andreas",FALSE,Wiley-Blackwell,ESC Heart Failure,2055-5822,2055-5822,2055-5822,2055-5822,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32358886,PMC7373905,ut:000529692600001,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ehf2.12719,TRUE
Leipzig U,2020,2466.16,10.2196/15543,Internet Use in Old Age: Results of a German Population-Representative Survey,"Quittschalle, Janine;Stein, Janine;Luppa, Melanie;Pabst, Alexander;Löbner, Margrit;Koenig, Hans-Helmut;Riedel-Heller, Steffi G",FALSE,JMIR Publications Inc.,Journal of Medical Internet Research,1438-8871,,1438-8871,1438-8871,na,TRUE,33226351,PMC7685698,ut:000602367200005,,TRUE
Leipzig U,2020,2002.44,10.3390/ijerph17124543,Displacement and Emotional Well-Being among Married and Unmarried Syrian Adolescent Girls in Lebanon: An Analysis of Narratives,"Roupetz, Sophie;Bartels, Susan A.;Michael, Saja;Najjarnejad, Negin;Anderson, Kimberley;Davison, Colleen",FALSE,MDPI AG,International Journal of Environmental Research and Public Health,1660-4601,,1660-4601,1660-4601,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32599758,PMC7345669,ut:000549580600001,https://www.mdpi.com/1660-4601/17/12/4543/pdf,TRUE
Leipzig U,2020,1932.56,10.1093/molbev/msaa270,CCA-Addition Gone Wild: Unusual Occurrence and Phylogeny of Four Different tRNA Nucleotidyltransferases in <i>Acanthamoeba castellanii</i>,"Erber, Lieselotte;Betat, Heike;Mörl, Mario",FALSE,Oxford University Press (OUP),Molecular Biology and Evolution,1537-1719,,1537-1719,0737-4038,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,33095240,PMC7947759,ut:000651826600021,http://academic.oup.com/mbe/advance-article-pdf/doi/10.1093/molbev/msaa270/34864683/msaa270.pdf,FALSE
Leipzig U,2020,1885.98,10.3389/fonc.2020.549915,Obtaining Patient-Reported Outcomes Electronically With “OncoFunction” in Head and Neck Cancer Patients During Aftercare,"Zebralla, Veit;Müller, Juliane;Wald, Theresa;Boehm, Andreas;Wichmann, Gunnar;Berger, Thomas;Birnbaum, Klemens;Heuermann, Katharina;Oeltze-Jafra, Steffen;Neumuth, Thomas;Singer, Susanne;Büttner, Matthias;Dietz, Andreas;Wiegand, Susanne",FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,,2234-943X,2234-943X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33324544,PMC7724103,ut:000597153200001,https://www.frontiersin.org/articles/10.3389/fonc.2020.549915/full,TRUE
Leipzig U,2020,1786.4,10.5194/tc-14-3959-2020,Parameterizing anisotropic reflectance of snow surfaces from airborne digital camera observations in Antarctica,"Carlsen, Tim;Birnbaum, Gerit;Ehrlich, André;Helm, Veit;Jäkel, Evelyn;Schäfer, Michael;Wendisch, Manfred",FALSE,Copernicus GmbH,The Cryosphere,1994-0424,,1994-0424,1994-0416,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000592468300001,https://tc.copernicus.org/articles/14/3959/2020/tc-14-3959-2020.pdf,TRUE
Leipzig U,2020,1763.2,10.1111/ecog.05102,"<i>sampbias</i>
            , a method for quantifying geographic sampling biases in species distribution data","Zizka, Alexander;Antonelli, Alexandre;Silvestro, Daniele",FALSE,Wiley-Blackwell,Ecography,0906-7590,0906-7590,1600-0587,0906-7590,http://creativecommons.org/licenses/cc-by/3.0/,TRUE,NA,NA,ut:000576038100001,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.05102,TRUE
Leipzig U,2020,1754.86,10.1371/journal.pone.0231982,Rapid processing of neutral and angry expressions within ongoing facial stimulus streams: Is it all about isolated facial features?,"Schettino, Antonio;Porcu, Emanuele;Gundlach, Christopher;Keitel, Christian;Müller, Matthias M.",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32330160,PMC7182236,ut:000536647300036,https://dx.plos.org/10.1371/journal.pone.0231982,TRUE
Leipzig U,2020,1741.68,10.1371/journal.pone.0230864,Revised short screening version of the attachment questionnaire for couples from the German general population,"Petrowski, Katja;Brähler, Elmar;Suslow, Thomas;Zenger, Markus",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32240237,PMC7117745,ut:000535945000051,https://dx.plos.org/10.1371/journal.pone.0230864,TRUE
Leipzig U,2020,1661.24,10.1186/s12875-020-1078-5,Ultrasonography in assessing suspected bone fractures: a cross-sectional survey amongst German general practitioners,"Schmid, Gordian Lukas;Kühnast, Beatrice;Heise, Marcus;Deutsch, Tobias;Frese, Thomas",FALSE,Springer Nature,BMC Family Practice,1471-2296,,1471-2296,1471-2296,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31931750,PMC6958739,ut:000513686900004,http://link.springer.com/content/pdf/10.1186/s12875-020-1078-5.pdf,TRUE
